,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10070753,Stradpult,https://imgur.com/gallery/uljVxNX,Fighter,FFA,k,,3481473,Harry,https://imgur.com/a/WlB4zGt,Spreadshot,Maze 4TDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9586016,Stradpult,https://imgur.com/gallery/oH1wsYj,Auto-5,FFA,k,,3748656,Harry,https://imgur.com/a/R31X1yN,Manager,Portal 4TDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8708932,Stradpult,https://imgur.com/gallery/wVINCNQ,Surfer,FFA,k,,4134803,Harry,https://imgur.com/a/R5jhhUf,Overseer,2TDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7407179,Stradpult,https://media.discordapp.net/attachments/454578417745133580/579267259894333440/unknown.png,Fighter,FFA,k,,4165955,Harry,https://imgur.com/a/GE3WFcJ,Spreadshot,2TDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7403118,Stradpult,https://imgur.com/gallery/NPw1Hfj,Surfer,FFA,k,,2635406,Harry,https://imgur.com/a/pcdEXBc,Spreadshot,Portal 4TDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7275547,Stradpult,https://imgur.com/gallery/I3ip2El,Fighter,FFA,k,,2941325,Harry,https://imgur.com/a/46M0yOa,Swarmer,4TDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6780645,Stradpult,https://imgur.com/gallery/sntRDmQ,Necromancer,2TDM,,,3013317,Harry,https://imgur.com/a/RiZZvoa,Bomber,Squads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6012132,Stradpult,https://media.discordapp.net/attachments/454578417745133580/819296181259075594/unknown.png,Surfer,FFA,k,,3176379,Harry,https://imgur.com/gallery/xviFcC5,Falcon,2TDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5887844,Stradpult,https://media.discordapp.net/attachments/454578417745133580/792779223999184906/unknown.png,Surfer,FFA,k,,2618396,Harry,https://imgur.com/gallery/jK23xmd,Trap Guard,Duos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5679922,Stradpult,https://media.discordapp.net/attachments/454578417745133580/818586541759791124/unknown.png,Overlord,4TDM,k,,2282933,Harry,https://imgur.com/gallery/VACbrzp,Overlord,4TDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5485864,Stradpult,https://media.discordapp.net/attachments/360882315200823297/551463467199234049/unknown.png,Spike,FFA,,,3386549,Harry,https://imgur.com/a/Vwv5LPY,Poacher,Portal 4TDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5432375,Stradpult,https://imgur.com/a/6d4Qted,Assassin,2TDM,,,3142474,Harry,https://imgur.com/a/5ZQCM9N,Overseer,Squads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5324842,Stradpult,https://imgur.com/gallery/x1DyvFb,Fighter,FFA,k,,2966417,Harry,https://imgur.com/gallery/3fk13KO,Beekeeper,Squads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5310738,Stradpult,https://imgur.com/gallery/X1fkZdU,Landmine,4TDM,,,6816604,Harry,https://imgur.com/a/N9tb1Wb,Auto Overseer,Portal 4TDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5194435,Stradpult,https://media.discordapp.net/attachments/454578417745133580/816691830765649971/unknown.png,Surfer,FFA,k,,6408085,Harry,https://imgur.com/a/ei70RC0,Bent Hybrid,Portal 4TDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107133,Stradpult,https://media.discordapp.net/attachments/454578417745133580/762070289047355392/unknown.png,Overlord,2TDM,k,,13005049,Harry,https://imgur.com/a/8c1B2EI,Overlord,2TDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077858,Stradpult,https://imgur.com/gallery/tNkmW3K,Surfer,FFA,k,,9787467,Harry,https://imgur.com/a/X6iIVv3,Auto-Assassin,2TDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040753,Stradpult,https://media.discordapp.net/attachments/454578417745133580/587246088541700117/unknown.png,Fighter,FFA,k,,3941252,Harry,https://imgur.com/a/JZ2WUkW,Auto Overseer,Maze 2TDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030990,Stradpult,https://imgur.com/gallery/YmbevKC,Booster,FFA,k,,2862205,Harry,https://imgur.com/a/uR97oaA,Director,4TDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5005473,Stradpult,https://imgur.com/gallery/y1ERvRO,Fighter,FFA,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681743,Stradpult,https://media.discordapp.net/attachments/454578417745133580/587612624271966211/unknown.png,Surfer,FFA,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
